BrokerIndex,TopicOptionIndex,loop,loop time,classify time,MQTT time,MQTT send time,loop avg. time,MQTT avg. time,MQTT consume rate
2,1,95,1218,225,99809,0,959,7322,55.8219
2,1,96,1178,225,101017,0,961,7456,56.2037
2,1,97,788,224,101835,0,960,7592,56.8217
2,1,98,789,225,102654,0,958,7728,57.4373
2,1,99,795,222,103479,0,956,7865,58.0478
2,1,100,778,225,104287,0,954,8003,58.667
2,2,1,6121,224,5888,4675,6121,8,0.9619
2,2,2,231,222,0,0,3176,8,0.927
2,2,3,7902,223,7670,5797,4751,19,0.9512
2,2,4,232,222,0,0,3621,19,0.9359
2,2,5,7345,222,7114,5580,4366,29,0.9469
2,2,6,230,221,0,0,3676,29,0.937
2,2,7,5934,222,5703,4481,3999,37,0.9421
2,2,8,234,225,0,0,3528,37,0.9343
2,2,9,8693,222,8462,7029,4102,49,0.9435
2,2,10,234,225,0,0,3715,49,0.9376
2,2,11,7471,222,7240,5597,4057,59,0.9429
2,2,12,233,224,0,0,3738,59,0.938
2,2,13,7061,222,6830,5188,3993,69,0.942
2,2,14,231,222,0,0,3725,69,0.9378
2,2,15,6233,222,6002,5189,3892,77,0.9405
2,2,16,234,224,0,0,3663,77,0.9367
2,2,17,5431,224,5198,3965,3767,84,0.9384
2,2,18,233,223,0,0,3571,84,0.935
2,2,19,5829,222,5598,4165,3690,92,0.9371
2,2,20,229,220,0,0,3517,92,0.9341
2,2,21,6483,222,6251,4878,3658,101,0.9366
2,2,22,232,223,0,0,3502,101,0.9338
2,2,23,9072,222,8841,7439,3744,113,0.9381
2,2,24,234,225,0,0,3598,113,0.9356
2,2,25,6243,222,6012,4369,3704,121,0.9374
2,2,26,230,221,0,0,3570,121,0.9351
2,2,27,6444,222,6212,4779,3677,130,0.937
2,2,28,231,222,0,0,3553,130,0.9348
2,2,29,6450,222,6219,4366,3653,138,0.9366
2,2,30,230,221,0,0,3539,138,0.9346
2,2,31,7067,222,6836,5184,3653,148,0.9366
2,2,32,233,224,0,0,3546,148,0.9347
2,2,33,5823,222,5592,4279,3615,155,0.9359
2,2,34,231,222,0,0,3516,155,0.9341
2,2,35,5626,223,5393,4361,3576,163,0.9352
2,2,36,234,225,0,0,3483,163,0.9335
2,2,37,5627,222,5396,4163,3541,170,0.9346
2,2,38,233,224,0,0,3454,170,0.9329
2,2,39,6261,222,6029,4366,3526,178,0.9343
2,2,40,232,223,0,0,3443,178,0.9327
2,2,41,7034,222,6802,5369,3531,187,0.9344
2,2,42,231,222,0,0,3452,187,0.9329
2,2,43,6043,222,5812,4369,3513,195,0.934
2,2,44,230,221,0,0,3438,195,0.9326
2,2,45,5833,222,5601,4569,3491,202,0.9336
2,2,46,231,222,0,0,3420,202,0.9323
2,2,47,6652,222,6420,4876,3489,211,0.9336
2,2,48,230,221,0,0,3421,211,0.9323
2,2,49,8491,222,8259,7027,3525,222,0.9343
2,2,50,232,223,0,0,3459,222,0.933
2,2,51,8702,222,8471,6828,3562,233,0.935
2,2,52,232,222,0,0,3498,233,0.9338
2,2,53,6379,222,6147,4775,3552,242,0.9348
2,2,54,231,222,0,0,3490,242,0.9336
2,2,55,5897,222,5666,4643,3534,249,0.9345
2,2,56,230,221,0,0,3475,249,0.9334
2,2,57,5844,222,5613,4170,3517,256,0.9341
2,2,58,233,223,0,0,3460,256,0.9331
2,2,59,5619,222,5387,3954,3497,263,0.9338
2,2,60,231,222,0,0,3442,263,0.9327
2,2,61,5627,222,5396,4163,3478,270,0.9334
2,2,62,230,221,0,0,3426,270,0.9324
2,2,63,6038,222,5806,4572,3467,278,0.9332
2,2,64,232,223,0,0,3417,278,0.9322
2,2,65,5631,222,5400,4167,3451,285,0.9329
2,2,66,231,221,0,0,3402,285,0.9319
2,2,67,6035,224,5802,4160,3441,293,0.9327
2,2,68,233,224,0,0,3394,293,0.9318
2,2,69,6039,222,5808,4195,3432,300,0.9325
2,2,70,231,222,0,0,3386,300,0.9316
2,2,71,5410,222,5179,3957,3415,307,0.9322
2,2,72,232,223,0,0,3371,307,0.9313
2,2,73,6454,222,6223,4680,3413,315,0.9322
2,2,74,231,221,0,0,3370,315,0.9313
2,2,75,6039,222,5808,4165,3406,322,0.932
2,2,76,231,222,0,0,3364,322,0.9312
2,2,77,10328,222,10097,8464,3454,335,0.933
2,2,78,233,224,0,0,3413,335,0.9322
2,2,79,6243,222,6012,4580,3449,343,0.9329
2,2,80,231,221,0,0,3409,343,0.9321
2,2,81,6553,222,6322,4777,3447,351,0.9328
2,2,82,230,221,0,0,3408,351,0.9321
2,2,83,5320,222,5089,3856,3431,357,0.9325
2,2,84,231,222,0,0,3393,357,0.9318
2,2,85,6449,222,6218,4775,3429,365,0.9325
2,2,86,232,223,0,0,3392,365,0.9317
2,2,87,6029,223,5797,4564,3422,373,0.9323
2,2,88,231,222,0,0,3386,373,0.9316
2,2,89,6450,222,6219,4987,3420,380,0.9323
2,2,90,233,224,0,0,3385,380,0.9316
2,2,91,5416,222,5184,4062,3407,387,0.932
2,2,92,232,222,0,0,3373,387,0.9314
2,2,93,6252,222,6020,4267,3404,394,0.932
2,2,94,233,224,0,0,3370,394,0.9313
2,2,95,6641,222,6410,4567,3404,403,0.932
2,2,96,232,223,0,0,3371,403,0.9313
2,2,97,6455,222,6224,4980,3403,410,0.932
2,2,98,233,224,0,0,3371,410,0.9313
2,2,99,6437,222,6206,4564,3402,418,0.9319
2,2,100,233,224,0,0,3370,418,0.9313
